"Mod name","Registry name","Item ID","Display name","Exists"
"Botania","botania:shimmerrock_slab","botania:shimmerrock_slab","Shimmerrock Slab","true"
"Botania","botania:shimmerrock_stairs","botania:shimmerrock_stairs","Shimmerrock Stairs","true"
"Botania","botania:shimmerwood_planks","botania:shimmerwood_planks","Shimmerwood Planks","true"
"Botania","botania:shimmerwood_planks_slab","botania:shimmerwood_planks_slab","Shimmerwood Plank Slab","true"
"Botania","botania:shimmerwood_planks_stairs","botania:shimmerwood_planks_stairs","Shimmerwood Plank Stairs","true"
"Botania","botania:shulk_me_not","botania:shulk_me_not","Shulk Me Not","true"
"Botania","botania:solegnolia","botania:solegnolia","Solegnolia","true"
"Botania","botania:solegnolia_chibi","botania:solegnolia_chibi","Solegnolia Petite","true"
"Botania","botania:solid_vine","","block.botania.solid_vine","true"
"Botania","botania:spark_changer","botania:spark_changer","Spark Tinkerer","true"
"Botania","botania:spawner_claw","botania:spawner_claw","Life Imbuer","true"
"Botania","botania:spectral_platform","botania:spectral_platform","Spectral Platform","true"
"Botania","botania:spectranthemum","botania:spectranthemum","Spectranthemum","true"
"Botania","botania:spectrolus","botania:spectrolus","Spectrolus","true"
"Botania","botania:starfield","botania:starfield","Starfield Creator","true"
"Botania","botania:sunny_quartz","botania:sunny_quartz","Block of Sunny Quartz","true"
"Botania","botania:sunny_quartz_pillar","botania:sunny_quartz_pillar","Pillar Sunny Quartz Block","true"
"Botania","botania:sunny_quartz_slab","botania:sunny_quartz_slab","Sunny Quartz Slab","true"
"Botania","botania:sunny_quartz_stairs","botania:sunny_quartz_stairs","Sunny Quartz Stairs","true"
"Botania","botania:tangleberrie","botania:tangleberrie","Tangleberrie","true"
"Botania","botania:terra_plate","botania:terra_plate","Terrestrial Agglomeration Plate","true"
"Botania","botania:terrasteel_block","botania:terrasteel_block","Block of Terrasteel","true"
"Botania","botania:teru_teru_bozu","botania:teru_teru_bozu","Teru Teru Bozu","true"
"Botania","botania:thermalily","botania:thermalily","Thermalily","true"
"Botania","botania:tigerseye","botania:tigerseye","Tigerseye","true"
"Botania","botania:tiny_planet_block","botania:tiny_planet_block","Tiny Planet","true"
"Botania","botania:tiny_potato","botania:tiny_potato","Tiny Potato","true"
"Botania","botania:toggle_light_relay","botania:toggle_light_relay","Toggle Luminizer","true"
"Botania","botania:turntable","botania:turntable","Spreader Turntable","true"
"Botania","botania:vinculotus","botania:vinculotus","Vinculotus","true"
"Botania","botania:vivid_grass","botania:vivid_grass","Vivid Grass","true"
"Botania","botania:white_buried_petals","botania:white_petal","Mystical White Petal","true"
"Botania","botania:white_double_flower","botania:white_double_flower","Tall Mystical White Flower","true"
"Botania","botania:white_floating_flower","botania:white_floating_flower","Floating White Flower","true"
"Botania","botania:white_mushroom","botania:white_mushroom","White Shimmering Mushroom","true"
"Botania","botania:white_mystical_flower","botania:white_mystical_flower","Mystical White Flower","true"
"Botania","botania:white_pavement","botania:white_pavement","White Portuguese Pavement","true"
"Botania","botania:white_pavement_slab","botania:white_pavement_slab","White Portuguese Pavement Slab","true"
"Botania","botania:white_pavement_stairs","botania:white_pavement_stairs","White Portuguese Pavement Stairs","true"
"Botania","botania:white_petal_block","botania:white_petal_block","White Petal Block","true"
"Botania","botania:white_shiny_flower","botania:white_shiny_flower","Glimmering White Flower","true"
"Botania","botania:yellow_buried_petals","botania:yellow_petal","Mystical Yellow Petal","true"
"Botania","botania:yellow_double_flower","botania:yellow_double_flower","Tall Mystical Yellow Flower","true"
"Botania","botania:yellow_floating_flower","botania:yellow_floating_flower","Floating Yellow Flower","true"
"Botania","botania:yellow_mushroom","botania:yellow_mushroom","Yellow Shimmering Mushroom","true"
"Botania","botania:yellow_mystical_flower","botania:yellow_mystical_flower","Mystical Yellow Flower","true"
"Botania","botania:yellow_pavement","botania:yellow_pavement","Yellow Portuguese Pavement","true"
"Botania","botania:yellow_pavement_slab","botania:yellow_pavement_slab","Yellow Portuguese Pavement Slab","true"
"Botania","botania:yellow_pavement_stairs","botania:yellow_pavement_stairs","Yellow Portuguese Pavement Stairs","true"
"Botania","botania:yellow_petal_block","botania:yellow_petal_block","Yellow Petal Block","true"
"Botania","botania:yellow_shiny_flower","botania:yellow_shiny_flower","Glimmering Yellow Flower","true"
"Bountiful","bountiful:bountyboard","bountiful:bountyboard","Bounty Board","true"
"CoFH Core","cofh_core:ender_air","","block.cofh_core.ender_air","true"
"CoFH Core","cofh_core:glossed_magma","","Glossed Magma","true"
"CoFH Core","cofh_core:glow_air","","block.cofh_core.glow_air","true"
"CoFH Core","cofh_core:lightning_air","","block.cofh_core.lightning_air","true"
"CoFH Core","cofh_core:signal_air","","block.cofh_core.signal_air","true"
"Create","create:acacia_window","create:acacia_window","Acacia Window","true"
"Create","create:acacia_window_pane","create:acacia_window_pane","Acacia Window Pane","true"
"Create","create:adjustable_chain_gearshift","create:adjustable_chain_gearshift","Adjustable Chain Gearshift","true"
"Create","create:adjustable_crate","create:adjustable_crate","Adjustable Crate","true"
"Create","create:adjustable_pulse_repeater","create:adjustable_pulse_repeater","Adjustable Pulse Repeater","true"
"Create","create:adjustable_repeater","create:adjustable_repeater","Adjustable Repeater","true"
"Create","create:analog_lever","create:analog_lever","Analog Lever","true"
"Create","create:andesite_belt_funnel","","Andesite Belt Funnel","true"
"Create","create:andesite_bricks","create:andesite_bricks","Andesite Bricks","true"
"Create","create:andesite_bricks_slab","create:andesite_bricks_slab","Andesite Bricks Slab","true"
"Create","create:andesite_bricks_stairs","create:andesite_bricks_stairs","Andesite Bricks Stairs","true"
"Create","create:andesite_bricks_wall","create:andesite_bricks_wall","Andesite Bricks Wall","true"
"Create","create:andesite_casing","create:andesite_casing","Andesite Casing","true"
"Create","create:andesite_cobblestone","create:andesite_cobblestone","Andesite Cobblestone","true"
"Create","create:andesite_cobblestone_slab","create:andesite_cobblestone_slab","Andesite Cobblestone Slab","true"
"Create","create:andesite_cobblestone_stairs","create:andesite_cobblestone_stairs","Andesite Cobblestone Stairs","true"
"Create","create:andesite_cobblestone_wall","create:andesite_cobblestone_wall","Andesite Cobblestone Wall","true"
"Create","create:andesite_encased_shaft","create:andesite_encased_shaft","Andesite Encased Shaft","true"
"Create","create:andesite_funnel","create:andesite_funnel","Andesite Funnel","true"
"Create","create:andesite_pillar","create:andesite_pillar","Andesite Pillar","true"
"Create","create:andesite_tunnel","create:andesite_tunnel","Andesite Tunnel","true"
"Create","create:basin","create:basin","Basin","true"
"Create","create:belt","create:belt_connector","Mechanical Belt","true"
"Create","create:birch_window","create:birch_window","Birch Window","true"
"Create","create:birch_window_pane","create:birch_window_pane","Birch Window Pane","true"
"Create","create:black_sail","","Black Sail","true"
"Create","create:black_seat","create:black_seat","Black Seat","true"
"Create","create:black_valve_handle","create:black_valve_handle","Black Valve Handle","true"
"Create","create:blaze_burner","create:blaze_burner","Blaze Burner","true"
"Create","create:blue_sail","","Blue Sail","true"
"Create","create:blue_seat","create:blue_seat","Blue Seat","true"
"Create","create:blue_valve_handle","create:blue_valve_handle","Blue Valve Handle","true"
"Create","create:brass_belt_funnel","","Brass Belt Funnel","true"
"Create","create:brass_block","create:brass_block","Block of Brass","true"
"Create","create:brass_casing","create:brass_casing","Brass Casing","true"
"Create","create:brass_encased_shaft","create:brass_encased_shaft","Brass Encased Shaft","true"
"Create","create:brass_funnel","create:brass_funnel","Brass Funnel","true"
"Create","create:brass_tunnel","create:brass_tunnel","Brass Tunnel","true"
"Create","create:brown_sail","","Brown Sail","true"
"Create","create:brown_seat","create:brown_seat","Brown Seat","true"
"Create","create:brown_valve_handle","create:brown_valve_handle","Brown Valve Handle","true"
"Create","create:cart_assembler","create:cart_assembler","Cart Assembler","true"
"Create","create:chiseled_dark_scoria","create:chiseled_dark_scoria","Chiseled Dark Scoria","true"
"Create","create:chiseled_dolomite","create:chiseled_dolomite","Chiseled Dolomite","true"
"Create","create:chiseled_gabbro","create:chiseled_gabbro","Chiseled Gabbro","true"
"Create","create:chiseled_limestone","create:chiseled_limestone","Chiseled Limestone","true"
"Create","create:chiseled_scoria","create:chiseled_scoria","Chiseled Scoria","true"
"Create","create:chiseled_weathered_limestone","create:chiseled_weathered_limestone","Chiseled Weathered Limestone","true"
"Create","create:chocolate","","Chocolate","true"
"Create","create:chute","create:chute","Chute","true"
"Create","create:clockwork_bearing","create:clockwork_bearing","Clockwork Bearing","true"
"Create","create:clutch","create:clutch","Clutch","true"
"Create","create:cogwheel","create:cogwheel","Cogwheel","true"
"Create","create:content_observer","create:content_observer","Content Observer","true"
"Create","create:controller_rail","create:controller_rail","Controller Rail","true"
"Create","create:copper_block","create:copper_block","Block of Copper","true"
"Create","create:copper_casing","create:copper_casing","Copper Casing","true"
"Create","create:copper_ore","create:copper_ore","Copper Ore","true"
"Create","create:copper_shingles","create:copper_shingles","Copper Shingles","true"
"Create","create:copper_tiles","create:copper_tiles","Copper Tiles","true"
"Create","create:copper_valve_handle","create:copper_valve_handle","Copper Valve Handle","true"
"Create","create:creative_crate","create:creative_crate","Creative Crate","true"
"Create","create:creative_fluid_tank","create:creative_fluid_tank","Creative Fluid Tank","true"
"Create","create:creative_motor","create:creative_motor","Creative Motor","true"
"Create","create:crimson_window","create:crimson_window","Crimson Window","true"
"Create","create:crimson_window_pane","create:crimson_window_pane","Crimson Window Pane","true"
"Create","create:crushing_wheel","create:crushing_wheel","Crushing Wheel","true"
"Create","create:crushing_wheel_controller","","Crushing Wheel Controller","true"
"Create","create:cuckoo_clock","create:cuckoo_clock","Cuckoo Clock","true"
"Create","create:cyan_sail","","Cyan Sail","true"
"Create","create:cyan_seat","create:cyan_seat","Cyan Seat","true"
"Create","create:cyan_valve_handle","create:cyan_valve_handle","Cyan Valve Handle","true"
"Create","create:dark_oak_window","create:dark_oak_window","Dark Oak Window","true"
"Create","create:dark_oak_window_pane","create:dark_oak_window_pane","Dark Oak Window Pane","true"
"Create","create:dark_scoria","create:dark_scoria","Dark Scoria","true"
"Create","create:dark_scoria_bricks","create:dark_scoria_bricks","Dark Scoria Bricks","true"
"Create","create:dark_scoria_bricks_slab","create:dark_scoria_bricks_slab","Dark Scoria Bricks Slab","true"
"Create","create:dark_scoria_bricks_stairs","create:dark_scoria_bricks_stairs","Dark Scoria Bricks Stairs","true"
"Create","create:dark_scoria_bricks_wall","create:dark_scoria_bricks_wall","Dark Scoria Bricks Wall","true"
"Create","create:dark_scoria_cobblestone","create:dark_scoria_cobblestone","Dark Scoria Cobblestone","true"
"Create","create:dark_scoria_cobblestone_slab","create:dark_scoria_cobblestone_slab","Dark Scoria Cobblestone Slab","true"
"Create","create:dark_scoria_cobblestone_stairs","create:dark_scoria_cobblestone_stairs","Dark Scoria Cobblestone Stairs","true"
"Create","create:dark_scoria_cobblestone_wall","create:dark_scoria_cobblestone_wall","Dark Scoria Cobblestone Wall","true"
"Create","create:dark_scoria_pillar","create:dark_scoria_pillar","Dark Scoria Pillar","true"
"Create","create:deployer","create:deployer","Deployer","true"
"Create","create:depot","create:depot","Depot","true"
"Create","create:diorite_bricks","create:diorite_bricks","Diorite Bricks","true"
"Create","create:diorite_bricks_slab","create:diorite_bricks_slab","Diorite Bricks Slab","true"
"Create","create:diorite_bricks_stairs","create:diorite_bricks_stairs","Diorite Bricks Stairs","true"
"Create","create:diorite_bricks_wall","create:diorite_bricks_wall","Diorite Bricks Wall","true"
"Create","create:diorite_cobblestone","create:diorite_cobblestone","Diorite Cobblestone","true"
"Create","create:diorite_cobblestone_slab","create:diorite_cobblestone_slab","Diorite Cobblestone Slab","true"
"Create","create:diorite_cobblestone_stairs","create:diorite_cobblestone_stairs","Diorite Cobblestone Stairs","true"
"Create","create:diorite_cobblestone_wall","create:diorite_cobblestone_wall","Diorite Cobblestone Wall","true"
"Create","create:diorite_pillar","create:diorite_pillar","Diorite Pillar","true"
"Create","create:dolomite","create:dolomite","Dolomite","true"
"Create","create:dolomite_bricks","create:dolomite_bricks","Dolomite Bricks","true"
"Create","create:dolomite_bricks_slab","create:dolomite_bricks_slab","Dolomite Bricks Slab","true"
"Create","create:dolomite_bricks_stairs","create:dolomite_bricks_stairs","Dolomite Bricks Stairs","true"
"Create","create:dolomite_bricks_wall","create:dolomite_bricks_wall","Dolomite Bricks Wall","true"
"Create","create:dolomite_cobblestone","create:dolomite_cobblestone","Dolomite Cobblestone","true"
"Create","create:dolomite_cobblestone_slab","create:dolomite_cobblestone_slab","Dolomite Cobblestone Slab","true"
"Create","create:dolomite_cobblestone_stairs","create:dolomite_cobblestone_stairs","Dolomite Cobblestone Stairs","true"
"Create","create:dolomite_cobblestone_wall","create:dolomite_cobblestone_wall","Dolomite Cobblestone Wall","true"
"Create","create:dolomite_pillar","create:dolomite_pillar","Dolomite Pillar","true"
"Create","create:encased_chain_drive","create:encased_chain_drive","Encased Chain Drive","true"
"Create","create:encased_fan","create:encased_fan","Encased Fan","true"
"Create","create:encased_fluid_pipe","","Encased Fluid Pipe","true"
"Create","create:fancy_andesite_bricks","create:fancy_andesite_bricks","Fancy Andesite Bricks","true"
"Create","create:fancy_andesite_bricks_slab","create:fancy_andesite_bricks_slab","Fancy Andesite Bricks Slab","true"
"Create","create:fancy_andesite_bricks_stairs","create:fancy_andesite_bricks_stairs","Fancy Andesite Bricks Stairs","true"
"Create","create:fancy_andesite_bricks_wall","create:fancy_andesite_bricks_wall","Fancy Andesite Bricks Wall","true"
"Create","create:fancy_dark_scoria_bricks","create:fancy_dark_scoria_bricks","Fancy Dark Scoria Bricks","true"
"Create","create:fancy_dark_scoria_bricks_slab","create:fancy_dark_scoria_bricks_slab","Fancy Dark Scoria Bricks Slab","true"
"Create","create:fancy_dark_scoria_bricks_stairs","create:fancy_dark_scoria_bricks_stairs","Fancy Dark Scoria Bricks Stairs","true"
"Create","create:fancy_dark_scoria_bricks_wall","create:fancy_dark_scoria_bricks_wall","Fancy Dark Scoria Bricks Wall","true"
"Create","create:fancy_diorite_bricks","create:fancy_diorite_bricks","Fancy Diorite Bricks","true"
"Create","create:fancy_diorite_bricks_slab","create:fancy_diorite_bricks_slab","Fancy Diorite Bricks Slab","true"
"Create","create:fancy_diorite_bricks_stairs","create:fancy_diorite_bricks_stairs","Fancy Diorite Bricks Stairs","true"
"Create","create:fancy_diorite_bricks_wall","create:fancy_diorite_bricks_wall","Fancy Diorite Bricks Wall","true"
"Create","create:fancy_dolomite_bricks","create:fancy_dolomite_bricks","Fancy Dolomite Bricks","true"
"Create","create:fancy_dolomite_bricks_slab","create:fancy_dolomite_bricks_slab","Fancy Dolomite Bricks Slab","true"
"Create","create:fancy_dolomite_bricks_stairs","create:fancy_dolomite_bricks_stairs","Fancy Dolomite Bricks Stairs","true"
"Create","create:fancy_dolomite_bricks_wall","create:fancy_dolomite_bricks_wall","Fancy Dolomite Bricks Wall","true"
"Create","create:fancy_gabbro_bricks","create:fancy_gabbro_bricks","Fancy Gabbro Bricks","true"
"Create","create:fancy_gabbro_bricks_slab","create:fancy_gabbro_bricks_slab","Fancy Gabbro Bricks Slab","true"
"Create","create:fancy_gabbro_bricks_stairs","create:fancy_gabbro_bricks_stairs","Fancy Gabbro Bricks Stairs","true"
"Create","create:fancy_gabbro_bricks_wall","create:fancy_gabbro_bricks_wall","Fancy Gabbro Bricks Wall","true"
"Create","create:fancy_granite_bricks","create:fancy_granite_bricks","Fancy Granite Bricks","true"
"Create","create:fancy_granite_bricks_slab","create:fancy_granite_bricks_slab","Fancy Granite Bricks Slab","true"
"Create","create:fancy_granite_bricks_stairs","create:fancy_granite_bricks_stairs","Fancy Granite Bricks Stairs","true"
"Create","create:fancy_granite_bricks_wall","create:fancy_granite_bricks_wall","Fancy Granite Bricks Wall","true"
"Create","create:fancy_limestone_bricks","create:fancy_limestone_bricks","Fancy Limestone Bricks","true"
"Create","create:fancy_limestone_bricks_slab","create:fancy_limestone_bricks_slab","Fancy Limestone Bricks Slab","true"
"Create","create:fancy_limestone_bricks_stairs","create:fancy_limestone_bricks_stairs","Fancy Limestone Bricks Stairs","true"
"Create","create:fancy_limestone_bricks_wall","create:fancy_limestone_bricks_wall","Fancy Limestone Bricks Wall","true"
"Create","create:fancy_scoria_bricks","create:fancy_scoria_bricks","Fancy Scoria Bricks","true"
"Create","create:fancy_scoria_bricks_slab","create:fancy_scoria_bricks_slab","Fancy Scoria Bricks Slab","true"
"Create","create:fancy_scoria_bricks_stairs","create:fancy_scoria_bricks_stairs","Fancy Scoria Bricks Stairs","true"
"Create","create:fancy_scoria_bricks_wall","create:fancy_scoria_bricks_wall","Fancy Scoria Bricks Wall","true"
"Create","create:fancy_weathered_limestone_bricks","create:fancy_weathered_limestone_bricks","Fancy Weathered Limestone Bricks","true"
"Create","create:fancy_weathered_limestone_bricks_slab","create:fancy_weathered_limestone_bricks_slab","Fancy Weathered Limestone Bricks Slab","true"
"Create","create:fancy_weathered_limestone_bricks_stairs","create:fancy_weathered_limestone_bricks_stairs","Fancy Weathered Limestone Bricks Stairs","true"
"Create","create:fancy_weathered_limestone_bricks_wall","create:fancy_weathered_limestone_bricks_wall","Fancy Weathered Limestone Bricks Wall","true"
"Create","create:fluid_pipe","create:fluid_pipe","Fluid Pipe","true"
"Create","create:fluid_tank","create:fluid_tank","Fluid Tank","true"
"Create","create:fluid_valve","create:fluid_valve","Fluid Valve","true"
"Create","create:flywheel","create:flywheel","Flywheel","true"
"Create","create:framed_glass","create:framed_glass","Framed Glass","true"
"Create","create:framed_glass_pane","create:framed_glass_pane","Framed Glass Pane","true"
"Create","create:furnace_engine","create:furnace_engine","Furnace Engine","true"
"Create","create:gabbro","create:gabbro","Gabbro","true"
"Create","create:gabbro_bricks","create:gabbro_bricks","Gabbro Bricks","true"
"Create","create:gabbro_bricks_slab","create:gabbro_bricks_slab","Gabbro Bricks Slab","true"
"Create","create:gabbro_bricks_stairs","create:gabbro_bricks_stairs","Gabbro Bricks Stairs","true"
"Create","create:gabbro_bricks_wall","create:gabbro_bricks_wall","Gabbro Bricks Wall","true"
"Create","create:gabbro_cobblestone","create:gabbro_cobblestone","Gabbro Cobblestone","true"
"Create","create:gabbro_cobblestone_slab","create:gabbro_cobblestone_slab","Gabbro Cobblestone Slab","true"
"Create","create:gabbro_cobblestone_stairs","create:gabbro_cobblestone_stairs","Gabbro Cobblestone Stairs","true"
"Create","create:gabbro_cobblestone_wall","create:gabbro_cobblestone_wall","Gabbro Cobblestone Wall","true"
"Create","create:gabbro_pillar","create:gabbro_pillar","Gabbro Pillar","true"
"Create","create:gantry_carriage","create:gantry_carriage","Gantry Carriage","true"
"Create","create:gantry_shaft","create:gantry_shaft","Gantry Shaft","true"
"Create","create:gearbox","create:gearbox","Gearbox","true"
"Create","create:gearshift","create:gearshift","Gearshift","true"
"Create","create:glass_fluid_pipe","","Glass Fluid Pipe","true"
"Create","create:granite_bricks","create:granite_bricks","Granite Bricks","true"
"Create","create:granite_bricks_slab","create:granite_bricks_slab","Granite Bricks Slab","true"
"Create","create:granite_bricks_stairs","create:granite_bricks_stairs","Granite Bricks Stairs","true"
"Create","create:granite_bricks_wall","create:granite_bricks_wall","Granite Bricks Wall","true"
"Create","create:granite_cobblestone","create:granite_cobblestone","Granite Cobblestone","true"
"Create","create:granite_cobblestone_slab","create:granite_cobblestone_slab","Granite Cobblestone Slab","true"
"Create","create:granite_cobblestone_stairs","create:granite_cobblestone_stairs","Granite Cobblestone Stairs","true"
"Create","create:granite_cobblestone_wall","create:granite_cobblestone_wall","Granite Cobblestone Wall","true"
"Create","create:granite_pillar","create:granite_pillar","Granite Pillar","true"
"Create","create:gray_sail","","Gray Sail","true"
"Create","create:gray_seat","create:gray_seat","Gray Seat","true"
"Create","create:gray_valve_handle","create:gray_valve_handle","Gray Valve Handle","true"
"Create","create:green_sail","","Green Sail","true"
"Create","create:green_seat","create:green_seat","Green Seat","true"
"Create","create:green_valve_handle","create:green_valve_handle","Green Valve Handle","true"
"Create","create:hand_crank","create:hand_crank","Hand Crank","true"
"Create","create:honey","","Honey","true"
"Create","create:horizontal_framed_glass","create:horizontal_framed_glass","Horizontal Framed Glass","true"
"Create","create:horizontal_framed_glass_pane","create:horizontal_framed_glass_pane","Horizontal Framed Glass Pane","true"
"Create","create:hose_pulley","create:hose_pulley","Hose Pulley","true"
"Create","create:item_drain","create:item_drain","Item Drain","true"
"Create","create:jungle_window","create:jungle_window","Jungle Window","true"
"Create","create:jungle_window_pane","create:jungle_window_pane","Jungle Window Pane","true"
"Create","create:large_cogwheel","create:large_cogwheel","Large Cogwheel","true"
"Create","create:layered_andesite","create:layered_andesite","Layered Andesite","true"
"Create","create:layered_dark_scoria","create:layered_dark_scoria","Layered Dark Scoria","true"
"Create","create:layered_diorite","create:layered_diorite","Layered Diorite","true"
"Create","create:layered_dolomite","create:layered_dolomite","Layered Dolomite","true"
"Create","create:layered_gabbro","create:layered_gabbro","Layered Gabbro","true"
"Create","create:layered_granite","create:layered_granite","Layered Granite","true"
"Create","create:layered_limestone","create:layered_limestone","Layered Limestone","true"
"Create","create:layered_scoria","create:layered_scoria","Layered Scoria","true"
"Create","create:layered_weathered_limestone","create:layered_weathered_limestone","Layered Weathered Limestone","true"
"Create","create:light_blue_sail","","Light Blue Sail","true"
"Create","create:light_blue_seat","create:light_blue_seat","Light Blue Seat","true"
"Create","create:light_blue_valve_handle","create:light_blue_valve_handle","Light Blue Valve Handle","true"
"Create","create:light_gray_sail","","Light Gray Sail","true"
"Create","create:light_gray_seat","create:light_gray_seat","Light Gray Seat","true"
"Create","create:light_gray_valve_handle","create:light_gray_valve_handle","Light Gray Valve Handle","true"
"Create","create:lime_sail","","Lime Sail","true"
"Create","create:lime_seat","create:lime_seat","Lime Seat","true"
"Create","create:lime_valve_handle","create:lime_valve_handle","Lime Valve Handle","true"
"Create","create:limesand","create:limesand","Limesand","true"
"Create","create:limestone","create:limestone","Limestone","true"
"Create","create:limestone_bricks","create:limestone_bricks","Limestone Bricks","true"
"Create","create:limestone_bricks_slab","create:limestone_bricks_slab","Limestone Bricks Slab","true"
"Create","create:limestone_bricks_stairs","create:limestone_bricks_stairs","Limestone Bricks Stairs","true"
"Create","create:limestone_bricks_wall","create:limestone_bricks_wall","Limestone Bricks Wall","true"
"Create","create:limestone_cobblestone","create:limestone_cobblestone","Limestone Cobblestone","true"
"Create","create:limestone_cobblestone_slab","create:limestone_cobblestone_slab","Limestone Cobblestone Slab","true"
"Create","create:limestone_cobblestone_stairs","create:limestone_cobblestone_stairs","Limestone Cobblestone Stairs","true"
"Create","create:limestone_cobblestone_wall","create:limestone_cobblestone_wall","Limestone Cobblestone Wall","true"
"Create","create:limestone_pillar","create:limestone_pillar","Limestone Pillar","true"
"Create","create:linear_chassis","create:linear_chassis","Linear Chassis","true"
"Create","create:lit_blaze_burner","","Lit Blaze Burner","true"
"Create","create:magenta_sail","","Magenta Sail","true"
"Create","create:magenta_seat","create:magenta_seat","Magenta Seat","true"
"Create","create:magenta_valve_handle","create:magenta_valve_handle","Magenta Valve Handle","true"
"Create","create:mechanical_arm","create:mechanical_arm","Mechanical Arm","true"
"Create","create:mechanical_bearing","create:mechanical_bearing","Mechanical Bearing","true"
"Create","create:mechanical_crafter","create:mechanical_crafter","Mechanical Crafter","true"
"Create","create:mechanical_drill","create:mechanical_drill","Mechanical Drill","true"
"Create","create:mechanical_harvester","create:mechanical_harvester","Mechanical Harvester","true"
"Create","create:mechanical_mixer","create:mechanical_mixer","Mechanical Mixer","true"
"Create","create:mechanical_piston","create:mechanical_piston","Mechanical Piston","true"
"Create","create:mechanical_piston_head","","Mechanical Piston Head","true"
"Create","create:mechanical_plough","create:mechanical_plough","Mechanical Plough","true"
"Create","create:mechanical_press","create:mechanical_press","Mechanical Press","true"
"Create","create:mechanical_pump","create:mechanical_pump","Mechanical Pump","true"
"Create","create:mechanical_saw","create:mechanical_saw","Mechanical Saw","true"
"Create","create:metal_bracket","create:metal_bracket","Metal Bracket","true"
"Create","create:millstone","create:millstone","Millstone","true"
"Create","create:minecart_anchor","","Minecart Anchor","true"
"Create","create:mossy_andesite","create:mossy_andesite","Mossy Andesite","true"
"Create","create:mossy_dark_scoria","create:mossy_dark_scoria","Mossy Dark Scoria","true"
"Create","create:mossy_diorite","create:mossy_diorite","Mossy Diorite","true"
"Create","create:mossy_dolomite","create:mossy_dolomite","Mossy Dolomite","true"
"Create","create:mossy_gabbro","create:mossy_gabbro","Mossy Gabbro","true"
"Create","create:mossy_granite","create:mossy_granite","Mossy Granite","true"
"Create","create:mossy_limestone","create:mossy_limestone","Mossy Limestone","true"
"Create","create:mossy_scoria","create:mossy_scoria","Mossy Scoria","true"
"Create","create:mossy_weathered_limestone","create:mossy_weathered_limestone","Mossy Weathered Limestone","true"
"Create","create:mysterious_cuckoo_clock","create:mysterious_cuckoo_clock","Cuckoo Clock","true"
"Create","create:natural_scoria","create:natural_scoria","Natural Scoria","true"
"Create","create:nixie_tube","create:nixie_tube","Nixie Tube","true"
"Create","create:nozzle","create:nozzle","Nozzle","true"
"Create","create:oak_window","create:oak_window","Oak Window","true"
"Create","create:oak_window_pane","create:oak_window_pane","Oak Window Pane","true"
"Create","create:orange_sail","","Orange Sail","true"
"Create","create:orange_seat","create:orange_seat","Orange Seat","true"
"Create","create:orange_valve_handle","create:orange_valve_handle","Orange Valve Handle","true"
"Create","create:ornate_iron_window","create:ornate_iron_window","Ornate Iron Window","true"
"Create","create:ornate_iron_window_pane","create:ornate_iron_window_pane","Ornate Iron Window Pane","true"
"Create","create:overgrown_andesite","create:overgrown_andesite","Overgrown Andesite","true"
"Create","create:overgrown_dark_scoria","create:overgrown_dark_scoria","Overgrown Dark Scoria","true"
"Create","create:overgrown_diorite","create:overgrown_diorite","Overgrown Diorite","true"
"Create","create:overgrown_dolomite","create:overgrown_dolomite","Overgrown Dolomite","true"
"Create","create:overgrown_gabbro","create:overgrown_gabbro","Overgrown Gabbro","true"
"Create","create:overgrown_granite","create:overgrown_granite","Overgrown Granite","true"
"Create","create:overgrown_limestone","create:overgrown_limestone","Overgrown Limestone","true"
"Create","create:overgrown_scoria","create:overgrown_scoria","Overgrown Scoria","true"
"Create","create:overgrown_weathered_limestone","create:overgrown_weathered_limestone","Overgrown Weathered Limestone","true"
"Create","create:paved_andesite","create:paved_andesite","Paved Andesite","true"
"Create","create:paved_andesite_slab","create:paved_andesite_slab","Paved Andesite Slab","true"
"Create","create:paved_andesite_stairs","create:paved_andesite_stairs","Paved Andesite Stairs","true"
"Create","create:paved_andesite_wall","create:paved_andesite_wall","Paved Andesite Wall","true"
"Create","create:paved_dark_scoria","create:paved_dark_scoria","Paved Dark Scoria","true"
"Create","create:paved_dark_scoria_slab","create:paved_dark_scoria_slab","Paved Dark Scoria Slab","true"
"Create","create:paved_dark_scoria_stairs","create:paved_dark_scoria_stairs","Paved Dark Scoria Stairs","true"
"Create","create:paved_dark_scoria_wall","create:paved_dark_scoria_wall","Paved Dark Scoria Wall","true"
"Create","create:paved_diorite","create:paved_diorite","Paved Diorite","true"
"Create","create:paved_diorite_slab","create:paved_diorite_slab","Paved Diorite Slab","true"
"Create","create:paved_diorite_stairs","create:paved_diorite_stairs","Paved Diorite Stairs","true"
"Create","create:paved_diorite_wall","create:paved_diorite_wall","Paved Diorite Wall","true"
"Create","create:paved_dolomite","create:paved_dolomite","Paved Dolomite","true"
"Create","create:paved_dolomite_slab","create:paved_dolomite_slab","Paved Dolomite Slab","true"
"Create","create:paved_dolomite_stairs","create:paved_dolomite_stairs","Paved Dolomite Stairs","true"
"Create","create:paved_dolomite_wall","create:paved_dolomite_wall","Paved Dolomite Wall","true"
"Create","create:paved_gabbro","create:paved_gabbro","Paved Gabbro","true"
"Create","create:paved_gabbro_slab","create:paved_gabbro_slab","Paved Gabbro Slab","true"
